32-5013	A11670	19	00262.770	02/23/2024
32-5018	A51248	19	000225.00-	02/23/2024
32-5019	A52131	19	00224.960	02/23/2024
32-5017	A52841	19	00700.720	02/23/2024
32-5020	A46378	19	00087.590	02/23/2024
32-5017	A52841	19	00154.440	02/23/2024
32-5021	A50707	19	00262.770	02/23/2024
32-5021	A50707	19	00355.100	02/23/2024
32-5017	A52841	19	00142.040	02/23/2024
32-5022	A57365	19	00106.530	02/23/2024
32-5017	A52841	19	01349.760	02/23/2024
32-5016	A02680	19	00142.040	02/23/2024
32-5022	A57365	19	00617.760	02/23/2024
32-5022	A57365	19	00788.310	02/23/2024
32-5015	A15349	19	00437.950	02/23/2024
32-5023	A45269	19	00262.770	02/23/2024
32-5018	A51248	19	00224.960	02/23/2024
32-5021	A50707	20	00155.810	02/23/2024
32-5021	A50707	20	00115.300	02/23/2024
32-5022	A57365	20	00271.060	02/23/2024
32-5020	A46378	20	00038.430	02/23/2024
32-5019	A52131	20	00098.710	02/23/2024
32-5022	A57365	20	00345.890	02/23/2024
32-5023	A45269	20	00115.300	02/23/2024
32-5018	A51248	20	00098.710	02/23/2024
32-5022	A57365	20	00046.740	02/23/2024
32-5018	A51248	20	000098.70-	02/23/2024
32-5017	A52841	20	00067.770	02/23/2024
32-5017	A52841	20	00062.320	02/23/2024
32-5013	A11670	20	00115.300	02/23/2024
32-5017	A52841	20	00592.250	02/23/2024
32-5016	A02680	20	00062.320	02/23/2024
32-5017	A52841	20	00307.460	02/23/2024
32-5015	A15349	20	00192.160	02/23/2024
32-5017	A52841	21	00016.800	02/23/2024
32-5021	A50707	21	00012.600	02/23/2024
32-5017	A52841	21	00100.800	02/23/2024
32-5015	A15349	21	00021.000	02/23/2024
32-5020	A46378	21	00004.200	02/23/2024
32-5022	A57365	21	00012.600	02/23/2024
32-5019	A52131	21	00016.800	02/23/2024
32-5016	A02680	21	00016.800	02/23/2024
32-5022	A57365	21	00067.200	02/23/2024
32-5022	A57365	21	00037.800	02/23/2024
32-5018	A51248	21	000016.80-	02/23/2024
32-5023	A45269	21	00012.600	02/23/2024
32-5017	A52841	21	00033.600	02/23/2024
32-5013	A11670	21	00012.600	02/23/2024
32-5018	A51248	21	00016.800	02/23/2024
32-5017	A52841	21	00016.800	02/23/2024
32-5021	A50707	21	00042.000	02/23/2024
32-5017	A52841	44	00008.000	02/23/2024
32-5013	A11670	44	00006.000	02/23/2024
32-5022	A57365	44	00018.000	02/23/2024
32-5022	A57365	44	00032.000	02/23/2024
32-5015	A15349	44	00010.000	02/23/2024
32-5021	A50707	44	00006.000	02/23/2024
32-5021	A50707	44	00020.000	02/23/2024
32-5016	A02680	44	00008.000	02/23/2024
32-5017	A52841	44	00048.000	02/23/2024
32-5020	A46378	44	00002.000	02/23/2024
32-5019	A52131	44	00008.000	02/23/2024
32-5017	A52841	44	00008.000	02/23/2024
32-5018	A51248	44	000008.00-	02/23/2024
32-5018	A51248	44	00008.000	02/23/2024
32-5017	A52841	44	00016.000	02/23/2024
32-5022	A57365	44	00006.000	02/23/2024
32-5023	A45269	44	00006.000	02/23/2024
